trajectory_id,step,update_rule,world,paradigm,z1,z2
tr_0000_information_bottleneck_like_compositional,2,information_bottleneck_like,compositional,graph_system,-14.185867466686199,-0.4063178991906924
tr_0000_information_bottleneck_like_compositional,3,information_bottleneck_like,compositional,graph_system,-11.303373009259913,-0.10475346342562855
tr_0000_information_bottleneck_like_compositional,4,information_bottleneck_like,compositional,graph_system,-12.537434141674737,-0.1747625597088377
tr_0000_information_bottleneck_like_compositional,5,information_bottleneck_like,compositional,graph_system,-13.711140913530595,-0.24465504328209156
tr_0000_information_bottleneck_like_compositional,6,information_bottleneck_like,compositional,graph_system,-13.485823965528796,-0.1718638919886061
tr_0000_information_bottleneck_like_compositional,7,information_bottleneck_like,compositional,graph_system,-12.082640607905132,-0.02187546885815002
tr_0000_information_bottleneck_like_compositional,8,information_bottleneck_like,compositional,graph_system,-10.602524959235232,0.18219381493682058
tr_0000_information_bottleneck_like_compositional,9,information_bottleneck_like,compositional,graph_system,-10.36788986265287,0.20083782802771494
tr_0000_information_bottleneck_like_compositional,10,information_bottleneck_like,compositional,graph_system,-12.522199252082263,-0.03165682275171415
tr_0000_information_bottleneck_like_compositional,11,information_bottleneck_like,compositional,graph_system,-12.224563441846087,0.032841846682652
tr_0000_information_bottleneck_like_volatile,0,information_bottleneck_like,volatile,graph_system,-14.416669606975882,-0.41286780089611697
tr_0000_information_bottleneck_like_volatile,1,information_bottleneck_like,volatile,graph_system,-13.086402603608672,-0.4032778444551469
tr_0000_information_bottleneck_like_volatile,2,information_bottleneck_like,volatile,graph_system,-14.374139662814732,-0.5511855378113631
tr_0000_information_bottleneck_like_volatile,3,information_bottleneck_like,volatile,graph_system,-12.88980967281117,-0.4629644959651841
tr_0000_information_bottleneck_like_volatile,4,information_bottleneck_like,volatile,graph_system,-13.990100933663118,-0.5436156427644321
tr_0000_information_bottleneck_like_volatile,5,information_bottleneck_like,volatile,graph_system,-11.786568819987503,-0.36902083442508377
tr_0000_information_bottleneck_like_volatile,6,information_bottleneck_like,volatile,graph_system,-12.118357815344803,-0.41359810720242746
tr_0000_information_bottleneck_like_volatile,7,information_bottleneck_like,volatile,graph_system,-13.15907428422164,-0.44113625945002377
tr_0000_information_bottleneck_like_volatile,8,information_bottleneck_like,volatile,graph_system,-12.771799658921802,-0.3785914260205378
tr_0000_information_bottleneck_like_volatile,9,information_bottleneck_like,volatile,graph_system,-10.087164780904526,-0.050756645074599205
tr_0000_information_bottleneck_like_volatile,10,information_bottleneck_like,volatile,graph_system,-11.307912641208398,-0.20277451633303534
tr_0000_information_bottleneck_like_volatile,11,information_bottleneck_like,volatile,graph_system,-12.037980474025426,-0.23229493337346263
tr_0000_graph_rewriting_regular,0,graph_rewriting,regular,graph_system,-13.087640427407898,-0.3349464232744189
tr_0000_graph_rewriting_regular,1,graph_rewriting,regular,graph_system,-10.231781261792147,-0.12319417690844905
tr_0000_graph_rewriting_regular,2,graph_rewriting,regular,graph_system,-11.95970222424367,-0.4071958985800311
tr_0000_graph_rewriting_regular,3,graph_rewriting,regular,graph_system,-8.586999088768236,-0.06446231074396964
tr_0000_graph_rewriting_regular,4,graph_rewriting,regular,graph_system,-10.95526442566058,-0.5189492272718589
tr_0000_graph_rewriting_regular,5,graph_rewriting,regular,graph_system,-10.57181570901246,-0.5643506196028607
tr_0000_graph_rewriting_regular,6,graph_rewriting,regular,graph_system,-11.074701556956517,-0.671286689309893
tr_0000_graph_rewriting_regular,7,graph_rewriting,regular,graph_system,-8.099028193906646,-0.47833990944987953
tr_0000_graph_rewriting_regular,8,graph_rewriting,regular,graph_system,-7.653416165340086,-0.5060147542798596
tr_0000_graph_rewriting_regular,9,graph_rewriting,regular,graph_system,-8.139512982389073,-0.6754387299736575
tr_0000_graph_rewriting_regular,10,graph_rewriting,regular,graph_system,-5.628346396157956,-0.3254464398017065
tr_0000_graph_rewriting_regular,11,graph_rewriting,regular,graph_system,-8.405274317151067,-0.8250927862036908
tr_0000_graph_rewriting_noisy,0,graph_rewriting,noisy,graph_system,-14.436021486492654,-0.4136482400498872
tr_0000_graph_rewriting_noisy,1,graph_rewriting,noisy,graph_system,-12.865776733584768,-0.4061039958006749
tr_0000_graph_rewriting_noisy,2,graph_rewriting,noisy,graph_system,-12.124003328936256,-0.36896215890673223
tr_0000_graph_rewriting_noisy,3,graph_rewriting,noisy,graph_system,-13.115055866049945,-0.5072202724967734
tr_0000_graph_rewriting_noisy,4,graph_rewriting,noisy,graph_system,-12.583868144964043,-0.5609470790682178
